"","Ledger.Name","Project.No","Project.Description","Date","Period","Reference","Trans.Nbr","Ordernr","Order.Line.Nbr","Document.Type","Unique.Number","Amount","Narrative.1","Narrative.2","Narrative.3","Funding.Source","Accountnr","X","CapSentiment","CapSentiment_Cl"
"6129","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1013,"",NA,"$REVJRNL",0,125,"CRC 6006 MARINE 66 AEROSOL 300GM","BLACKWOODS HARDWARE; P041873/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6130","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1014,"",NA,"$REVJRNL",0,49,"GUN CAULKING JBS 7:1 PROFESSIONAL","BLACKWOODS HARDWARE; P041873/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6132","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1016,"",NA,"$REVJRNL",0,214,"SEALANT MARINE SIKAFLEX 291 310ML BLACK","BLACKWOODS HARDWARE; P041873/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6133","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1017,"",NA,"$REVJRNL",0,40,"TAPE PVC DUCT TESA 4258 48MMX30M SILVER","BLACKWOODS HARDWARE; P041873/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6134","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1018,"",NA,"$REVJRNL",0,177,"380ML CHEMSET 101  ADHESIVE","PILBARA TOOLS AND FASTENERS PTY LTD; P04","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6135","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1019,"",NA,"$REVJRNL",0,210,"380ML CHEMSET 801","PILBARA TOOLS AND FASTENERS PTY LTD; P04","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6136","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1020,"",NA,"$REVJRNL",0,256,"750ML CHEMSET 101  ADHESIVE","PILBARA TOOLS AND FASTENERS PTY LTD; P04","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6137","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1021,"",NA,"$REVJRNL",0,290,"750ML CHEMSET 801 INJECTION","PILBARA TOOLS AND FASTENERS PTY LTD; P04","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6138","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1022,"",NA,"$REVJRNL",0,1684,"Calibrate Meters & HV gear","TEX ONSITE PTY LTD; P039709/1","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6141","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1025,"",NA,"$REVJRNL",0,978,"11th March to 5th April Mo Ugut","MECHANICAL PROJECT SERVICES PTY LTD; P03","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6142","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1026,"",NA,"$REVJRNL",0,500,"AC not working in Rogers Paige office","MECHANICAL PROJECT SERVICES PTY LTD; P03","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6143","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1027,"",NA,"$REVJRNL",0,500,"AC T2 AC Faulty Com's Room Op's Faulty","MECHANICAL PROJECT SERVICES PTY LTD; P03","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6145","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1029,"",NA,"$REVJRNL",0,44,"6120015188 CONDUIT BEND 32MM-RGD PVC 90D","AUSLEC; P039928/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6146","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1030,"",NA,"$REVJRNL",0,53,"6120019130 CONDUIT SADDLE HALF 20MM MTL","AUSLEC; P039928/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6147","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1031,"",NA,"$REVJRNL",0,9,"6120019132 CONDUIT SADDLE HALF 32MM MTL","AUSLEC; P039928/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6148","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1032,"",NA,"$REVJRNL",0,16,"6120019823 POWERPOINT 2G 10A 250V AC HOR","AUSLEC; P039928/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6149","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1033,"",NA,"$REVJRNL",0,60,"6120020701 MOUNTING BOX PVC 1G 20MM-E/EN","AUSLEC; P039928/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6150","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1034,"",NA,"$REVJRNL",0,1,"6120020833 CONDUIT COUPLING RGD 20MM PVC","AUSLEC; P039928/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6151","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1035,"",NA,"$REVJRNL",0,1,"6120021177 LOCKRING CONDUIT S/THD PVC GR","AUSLEC; P039928/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6152","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1036,"",NA,"$REVJRNL",0,1,"6120021181 LOCKRING CONDUIT S/THD PVC GR","AUSLEC; P039928/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6153","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1037,"",NA,"$REVJRNL",0,3,"6120021235 CONDUIT ADAPTER RGD 20MM PVC","AUSLEC; P039928/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6154","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1038,"",NA,"$REVJRNL",0,1,"6120021240 CONDUIT ADAPTER RGD 32MM PVC","AUSLEC; P039928/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6155","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1039,"",NA,"$REVJRNL",0,24,"6120021385 CONDUIT GLAND CORGTD DIA32MM","AUSLEC; P039928/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6156","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1040,"",NA,"$REVJRNL",0,82,"6120050533 CONDUIT RIGID PVC DIA20MM COM","AUSLEC; P039928/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6157","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1041,"",NA,"$REVJRNL",0,14,"6120050535 CONDUIT RIGID PVC DIA32MM COM","AUSLEC; P039928/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6158","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1042,"",NA,"$REVJRNL",0,48,"6120055989 CABLE TIE NYL L280XW4.8MM TS-","AUSLEC; P039928/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6159","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1043,"",NA,"$REVJRNL",0,9,"6120056714 JOINTING CEMENT PVC TYPE-N 25","AUSLEC; P039928/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6160","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1044,"",NA,"$REVJRNL",0,862,"6120069681 CABLE SECRTY 4C 0.5MM2 14/0.2","AUSLEC; P039928/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6161","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1045,"",NA,"$REVJRNL",0,94,"6120096481 CHANNEL 41X41X2.5MM HDG 6M","AUSLEC; P039928/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6162","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1046,"",NA,"$REVJRNL",0,4,"6130153927 CABLE GLAND 20MM NYL IP68 H/F","AUSLEC; P039928/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6163","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1047,"",NA,"$REVJRNL",0,21,"6130977588 CONDUIT CORRUGATED 20MM XL20M","AUSLEC; P039928/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6164","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1048,"",NA,"$REVJRNL",0,20,"6131636213 PATCHLEAD CAT6 UTP BLU L5M","AUSLEC; P039928/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6165","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1049,"",NA,"$REVJRNL",0,154,"6132040619 RCBO 6KA 16A 30MA 110-240VAC","AUSLEC; P039928/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6166","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1050,"",NA,"$REVJRNL",0,18,"6133073097 SCOTCHLOK CONNECTOR 2 WIRE YE","AUSLEC; P039928/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6167","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1051,"",NA,"$REVJRNL",0,17,"6133402758 CABLE CIRC 2C+E 2.5MM2 PVC/PV","AUSLEC; P039928/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6168","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1052,"",NA,"$REVJRNL",0,34,"Con Note: 8964611034 SMA","TOLL IPEC - EAST SIDE; P040546/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6170","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1054,"",NA,"$REVJRNL",0,48,"AIR FILTER FRONT - FLOCKED","PILBARA BOATS N BIKES; P038957/2","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6171","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1055,"",NA,"$REVJRNL",0,70,"FREIGHT EX MADDINGTON","WEBFORGE; P040248/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6172","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1056,"",NA,"$REVJRNL",0,452,"FRP 38x6mm Grit Green","WEBFORGE; P040248/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6174","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1058,"",NA,"$REVJRNL",0,400,"2 X 8M GENERAL WASTE SKIP BINS","PT ENVIRONMENTAL SERVICES; P039627/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6175","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1059,"",NA,"$REVJRNL",0,2,"SPEAKER 100MM 5W 100V WHITE O","AUSLEC; P040865/1","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6176","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1060,"",NA,"$REVJRNL",0,17,"DUSTPAN&BRUSH SET MORGAN+","BUNNINGS GROUP; P040904/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6177","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1061,"",NA,"$REVJRNL",0,41,"HAT HARD VENTED SH&SAFETY+","BUNNINGS GROUP; P040904/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6178","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1062,"",NA,"$REVJRNL",0,130,"LIFTING BAG BULK  GORILLA+","BUNNINGS GROUP; P040904/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6181","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1065,"",NA,"$REVJRNL",0,28,"Con Note: 8984643725 Castrol","TOLL IPEC - EAST SIDE; P041808/2","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6182","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1066,"",NA,"$REVJRNL",0,80,"DELIVERY","BOC GASES AUSTRALIA LIMITED; P040066/1","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6183","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1067,"",NA,"$REVJRNL",0,766,"BLANKET LEATHER WELDING 2M X 3M","BLACKWOODS HARDWARE; P041221/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6184","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1068,"",NA,"$REVJRNL",0,115,"BROOM MED STIFF B-12152F YELLOW 600MM","BLACKWOODS HARDWARE; P041221/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6185","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1069,"",NA,"$REVJRNL",0,42,"CAP WELDERS PROBAN WAKATAC 152MM NAPE","BLACKWOODS HARDWARE; P041221/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6186","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1070,"",NA,"$REVJRNL",0,116,"CUTTER HSS AUSTBROACH 18508 18DIA X 50MM","BLACKWOODS HARDWARE; P041221/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6187","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1071,"",NA,"$REVJRNL",0,145,"CUTTER HSS AUSTBROACH 20508 20DIA X 50MM","BLACKWOODS HARDWARE; P041221/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6188","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1072,"",NA,"$REVJRNL",0,159,"CUTTER HSS AUSTBROACH 26508 26DIA X 50MM","BLACKWOODS HARDWARE; P041221/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6189","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1073,"",NA,"$REVJRNL",0,188,"CUTTER HSS AUSTBROACH 28508 28DIA X 50MM","BLACKWOODS HARDWARE; P041221/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6190","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1074,"",NA,"$REVJRNL",0,81,"HAMMER CHIPPING WELDERS RUBBER GRIP","BLACKWOODS HARDWARE; P041221/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6191","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1075,"",NA,"$REVJRNL",0,80,"DELIVERY","BOC GASES AUSTRALIA LIMITED; P041251/1","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6192","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1076,"",NA,"$REVJRNL",0,39,"Delivery","HILTI (AUST) PTY LTD; P042015/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6193","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1077,"",NA,"$REVJRNL",0,330,"BATTERY HEAVY DUTY LI-ION ADFLO","BOC GASES AUSTRALIA LIMITED; P041434/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6194","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1078,"",NA,"$REVJRNL",0,400,"Painters Yard 2 x Hydra Bins","PT ENVIRONMENTAL SERVICES; P039628/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6197","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1081,"",NA,"$REVJRNL",0,3310,"HELIPAD HANGER VENTILATION","WGAWA T/A - WALLBRIDGE GILBERT AZTEC; P0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6198","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1082,"",NA,"$REVJRNL",0,67,"SCREW-IN ANCHOR 10X100MM ZP","DEXION BALCATTA; P040795/1","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6199","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001461",1083,"",NA,"$REVJRNL",0,47,"BIT POWER 1/4""HEX PHILLIPS #2 89MM 41224","BLACKWOODS HARDWARE; P041915/0","EOM Works Commitment accrual","MAINT","M301000.6230.02.00",NA,0,0
"6202","20PLACT","M301000","L-B Land & Buildings - Building","19/08/2019",3,"00258560",1199,"P041660",13,"APINVP",243557,607,"Con Note: 309902 Dexion","","RGR Road Haulage Pty Ltd","MAINT","M301000.6230.02.00",NA,0,0
"6203","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001477",1200,"",NA,"$REVJRNL",0,26,"GLOVES SYNTHETIC NYLON PU M","Blackwoods Hardware; Inv: PH5524UE; P041","Unposted Doc Accrual 079560","MAINT","M301000.6230.02.00",NA,0,0
"6204","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001477",1201,"",NA,"$REVJRNL",0,26,"GLOVES SYNTHETIC NYLON PU L","Blackwoods Hardware; Inv: PH5524UE; P041","Unposted Doc Accrual 079560","MAINT","M301000.6230.02.00",NA,0,0
"6206","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001477",1203,"",NA,"$REVJRNL",0,44,"THINNERS DUTHIN 040 - 4L","Dulux Australia; Inv: 479685035; P042119","Unposted Doc Accrual 079565","MAINT","M301000.6230.02.00",NA,0,0
"6207","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001477",1204,"",NA,"$REVJRNL",0,59,"HARDENERS WEATHERMAX 08L","Dulux Australia; Inv: 479685035; P042119","Unposted Doc Accrual 079565","MAINT","M301000.6230.02.00",NA,0,0
"6208","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",3,"RJ001477",1205,"",NA,"$REVJRNL",0,281,"W/MAX HBR-CLEAR BASE 3.2L","Dulux Australia; Inv: 479685035; P042119","Unposted Doc Accrual 079565","MAINT","M301000.6230.02.00",NA,0,0
"6328","20PLACT","M301000","L-B Land & Buildings - Building","23/09/2019",4,"PH5524UE",1212,"P041973",1,"APINVP",243772,26,"GLOVES SYNTHETIC NYLON PU M","","Blackwoods Hardware","MAINT","M301000.6230.02.00",NA,0,0
"6329","20PLACT","M301000","L-B Land & Buildings - Building","23/09/2019",4,"PH5524UE",1213,"P041973",2,"APINVP",243772,26,"GLOVES SYNTHETIC NYLON PU L","","Blackwoods Hardware","MAINT","M301000.6230.02.00",NA,0,0
"6331","20PLACT","M301000","L-B Land & Buildings - Building","27/09/2019",4,"479685035",1215,"P042119",3,"APINVP",243779,44,"THINNERS DUTHIN 040 - 4L","","Dulux Australia","MAINT","M301000.6230.02.00",NA,0,0
"6332","20PLACT","M301000","L-B Land & Buildings - Building","27/09/2019",4,"479685035",1216,"P042119",4,"APINVP",243779,59,"HARDENERS WEATHERMAX 08L","","Dulux Australia","MAINT","M301000.6230.02.00",NA,0,0
"6333","20PLACT","M301000","L-B Land & Buildings - Building","27/09/2019",4,"479685035",1217,"P042119",5,"APINVP",243779,281,"W/MAX HBR-CLEAR BASE 3.2L","","Dulux Australia","MAINT","M301000.6230.02.00",NA,0,0
"6334","20PLACT","M301000","L-B Land & Buildings - Building","31/08/2019",4,"PH0133TZ",1218,"P041221",1,"APINVP",244176,115,"BROOM MED STIFF B-12152F YELLOW 600MM","","Blackwoods Hardware","MAINT","M301000.6230.02.00",NA,0,0
"6335","20PLACT","M301000","L-B Land & Buildings - Building","4/09/2019",4,"PH6426TZ",1219,"P041221",6,"APINVP",244177,188,"CUTTER HSS AUSTBROACH 28508 28DIA X 50MM","","Blackwoods Hardware","MAINT","M301000.6230.02.00",NA,0,0
"6336","20PLACT","M301000","L-B Land & Buildings - Building","4/09/2019",4,"PH6426TZ",1220,"P041221",8,"APINVP",244177,42,"CAP WELDERS PROBAN WAKATAC 152MM NAPE","","Blackwoods Hardware","MAINT","M301000.6230.02.00",NA,0,0
"6337","20PLACT","M301000","L-B Land & Buildings - Building","27/08/2019",4,"PH6479TX",1221,"P041221",2,"APINVP",244179,766,"BLANKET LEATHER WELDING 2M X 3M","","Blackwoods Hardware","MAINT","M301000.6230.02.00",NA,0,0
"6338","20PLACT","M301000","L-B Land & Buildings - Building","27/08/2019",4,"PH6479TX",1222,"P041221",3,"APINVP",244179,116,"CUTTER HSS AUSTBROACH 18508 18DIA X 50MM","","Blackwoods Hardware","MAINT","M301000.6230.02.00",NA,0,0
"6339","20PLACT","M301000","L-B Land & Buildings - Building","27/08/2019",4,"PH6479TX",1223,"P041221",4,"APINVP",244179,145,"CUTTER HSS AUSTBROACH 20508 20DIA X 50MM","","Blackwoods Hardware","MAINT","M301000.6230.02.00",NA,0,0
"6340","20PLACT","M301000","L-B Land & Buildings - Building","27/08/2019",4,"PH6479TX",1224,"P041221",5,"APINVP",244179,159,"CUTTER HSS AUSTBROACH 26508 26DIA X 50MM","","Blackwoods Hardware","MAINT","M301000.6230.02.00",NA,0,0
"6341","20PLACT","M301000","L-B Land & Buildings - Building","27/08/2019",4,"PH6479TX",1225,"P041221",7,"APINVP",244179,81,"HAMMER CHIPPING WELDERS RUBBER GRIP","","Blackwoods Hardware","MAINT","M301000.6230.02.00",NA,0,0
"6342","20PLACT","M301000","L-B Land & Buildings - Building","30/09/2019",4,"1252602899",1226,"P042015",2,"APINVP",244458,20,"Delivery","","Hilti (Aust) Pty Ltd","MAINT","M301000.6230.02.00",NA,0,0
"6343","20PLACT","M301000","L-B Land & Buildings - Building","3/09/2019",4,"PH2822TZ",1227,"P041433",17,"APINVP",244373,40,"FRESHENER MAGIC TREE","","Blackwoods Hardware","MAINT","M301000.6230.02.00",NA,0,0
"6344","20PLACT","M301000","L-B Land & Buildings - Building","18/09/2019",4,"PE2653UD",1228,"P041433",18,"APINVP",244394,22,"GLOVE NITRILE BLUE POWDER FREE PROTEX LG","","Blackwoods Hardware","MAINT","M301000.6230.02.00",NA,0,0
"6345","20PLACT","M301000","L-B Land & Buildings - Building","23/09/2019",4,"2174/99803254",1229,"P040904",2,"APINVP",244280,17,"DUSTPAN&BRUSH SET MORGAN+","","Bunnings Group","MAINT","M301000.6230.02.00",NA,0,0
"6348","20PLACT","M301000","L-B Land & Buildings - Building","23/09/2019",4,"2174/99803254",1232,"P040904",5,"APINVP",244280,130,"LIFTING BAG BULK  GORILLA+","","Bunnings Group","MAINT","M301000.6230.02.00",NA,0,0
"6349","20PLACT","M301000","L-B Land & Buildings - Building","23/09/2019",4,"2174/99803254",1233,"P040904",6,"APINVP",244280,41,"HAT HARD VENTED SH&SAFETY+","","Bunnings Group","MAINT","M301000.6230.02.00",NA,0,0
"6350","20PLACT","M301000","L-B Land & Buildings - Building","28/07/2019",4,"0387-80069564",1234,"P040546",60,"APINVP",244627,34,"Con Note: 8964611034 SMA","","Toll Ipec - East Side","MAINT","M301000.6230.02.00",NA,0,0
"6352","20PLACT","M301000","L-B Land & Buildings - Building","15/07/2019",4,"6086994",1236,"P039928",1,"APINVP",245105,862,"6120069681 CABLE SECRTY 4C 0.5MM2 14/0.2","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6353","20PLACT","M301000","L-B Land & Buildings - Building","15/07/2019",4,"6086994",1237,"P039928",2,"APINVP",245105,17,"6133402758 CABLE CIRC 2C+E 2.5MM2 PVC/PV","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6354","20PLACT","M301000","L-B Land & Buildings - Building","15/07/2019",4,"6086994",1238,"P039928",3,"APINVP",245105,154,"6132040619 RCBO 6KA 16A 30MA 110-240VAC","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6355","20PLACT","M301000","L-B Land & Buildings - Building","15/07/2019",4,"6086994",1239,"P039928",4,"APINVP",245105,4,"6130153927 CABLE GLAND 20MM NYL IP68 H/F","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6356","20PLACT","M301000","L-B Land & Buildings - Building","15/07/2019",4,"6086994",1240,"P039928",5,"APINVP",245105,9,"6120019132 CONDUIT SADDLE HALF 32MM MTL","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6357","20PLACT","M301000","L-B Land & Buildings - Building","15/07/2019",4,"6086994",1241,"P039928",6,"APINVP",245105,14,"6120050535 CONDUIT RIGID PVC DIA32MM COM","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6358","20PLACT","M301000","L-B Land & Buildings - Building","15/07/2019",4,"6086994",1242,"P039928",7,"APINVP",245105,1,"6120021240 CONDUIT ADAPTER RGD 32MM PVC","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6359","20PLACT","M301000","L-B Land & Buildings - Building","15/07/2019",4,"6086994",1243,"P039928",8,"APINVP",245105,24,"6120021385 CONDUIT GLAND CORGTD DIA32MM","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6360","20PLACT","M301000","L-B Land & Buildings - Building","15/07/2019",4,"6086994",1244,"P039928",9,"APINVP",245105,1,"6120021181 LOCKRING CONDUIT S/THD PVC GR","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6361","20PLACT","M301000","L-B Land & Buildings - Building","15/07/2019",4,"6086994",1245,"P039928",10,"APINVP",245105,44,"6120015188 CONDUIT BEND 32MM-RGD PVC 90D","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6362","20PLACT","M301000","L-B Land & Buildings - Building","15/07/2019",4,"6086994",1246,"P039928",11,"APINVP",245105,82,"6120050533 CONDUIT RIGID PVC DIA20MM COM","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6363","20PLACT","M301000","L-B Land & Buildings - Building","15/07/2019",4,"6086994",1247,"P039928",12,"APINVP",245105,3,"6120021235 CONDUIT ADAPTER RGD 20MM PVC","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6364","20PLACT","M301000","L-B Land & Buildings - Building","15/07/2019",4,"6086994",1248,"P039928",13,"APINVP",245105,1,"6120021177 LOCKRING CONDUIT S/THD PVC GR","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
