FORMAT XLONE REPORT,DefnSheetName=_defntmp_,,,,,,,,,,,,,,,,
SET,Ledger Name,Project No,Project Description,Date,Period,Reference,Trans Nbr,Ordernr,Order Line Nbr,Document Type,Unique Number,Amount,Narrative 1,Narrative 2,Narrative 3,Funding Source,Accountnr
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,13,,,$REVJRNL,0,-2,6120020833 CONDUIT COUPLING RGD 20MM PVC,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,14,,,$REVJRNL,0,-3,6120020835 CONDUIT COUPLING RGD 25MM PVC,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,15,,,$REVJRNL,0,-5,6120020878 CONDUIT ELBOW SOLID 20MM-RGD,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,16,,,$REVJRNL,0,-7,6120020880 CONDUIT ELBOW SOLID 25MM-RGD,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,17,,,$REVJRNL,0,-25,6120021134 MOUNTING BOX PVC W/P S/MTG IN,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,18,,,$REVJRNL,0,-2,6120021177 LOCKRING CONDUIT S/THD PVC GR,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,19,,,$REVJRNL,0,-1,6120021179 LOCKRING CONDUIT S/THD PVC GR,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,20,,,$REVJRNL,0,-7,6120021235 CONDUIT ADAPTER RGD 20MM PVC,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,21,,,$REVJRNL,0,-4,6120021238 CONDUIT ADAPTER RGD 25MM PVC,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,22,,,$REVJRNL,0,-61,6120024537 JUNCTION BOX GIANT W45XL86XD5,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,23,,,$REVJRNL,0,-150,6120027955 CONDUIT COR 20MM X10M HFT BLK,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,24,,,$REVJRNL,0,-195,6120027975 CONDUIT COR 25MM X10M HFT BLK,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,25,,,$REVJRNL,0,-24,6120042924  BUSHING SNAP NYL RND 25.4MM,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,26,,,$REVJRNL,0,-14,6120046815 SWITCH 2G 10A 250V AC VERT W7,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,27,,,$REVJRNL,0,-42,6120046830 SWITCH 3G 10A 250V AC VERT W7,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,28,,,$REVJRNL,0,-84,6120046887 POWERPOINT 2G 10A 250V AC HOR,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,29,,,$REVJRNL,0,-19,6120057235 CONDUIT RIGID PVC DIA20MM M/D,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,30,,,$REVJRNL,0,-25,6120057236 CONDUIT RIGID PVC DIA25MM M/D,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,31,,,$REVJRNL,0,-356,6120062083 FAN EXHAUST 240V 660M3/H 300M,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,32,,,$REVJRNL,0,-8,6130379367 CONNECTOR RG6 F-TYPE PK10,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,33,,,$REVJRNL,0,-113,6130791033 SWITCH ISOL 20A 250V AC 1P S/,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,34,,,$REVJRNL,0,-125,6130791076 POWERPOINT 2G 10A 240VAC S/MT,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,35,,,$REVJRNL,0,-6,6130983327 MECHANISM SOCKET CONNECTOR TY,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,36,,,$REVJRNL,0,-72,6131739347 RCBO 6KA 10A 30MA 1P+N 240V A,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,37,,,$REVJRNL,0,-396,6131739352 RCBO 6KA 16A 30MA 1P+N 240V A,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,38,,,$REVJRNL,0,-72,6131739361 RCBO 6KA 20A 30MA 1P+N 240V A,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,39,,,$REVJRNL,0,-258,6133321180 CABLE FLAT 2C+E 2.5MM2 PVC RB,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,40,,,$REVJRNL,0,-186,6133356510 CABLE FLAT 2C+E 4MM2 PVC RB&E,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,41,,,$REVJRNL,0,-124,6133356522 CABLE SDI 1C 2.5MM2 D/INS PVC,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,42,,,$REVJRNL,0,-231,6133358651 DOWNLIGHT LED 9W WW/CW/DL,AUSLEC; P028211/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,43,,,$REVJRNL,0,-275, 6 Neptune - Replace Gate Hinge,MJW BUILDING PTY LTD; P025906/0,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,44,,,$REVJRNL,0,"-8,650",A/C Works – 33A Bayman Labour,MECHANICAL PROJECT SERVICES PTY LTD; P02,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,45,,,$REVJRNL,0,"-7,177",A/C Works – 33A Bayman Materials/Freight,MECHANICAL PROJECT SERVICES PTY LTD; P02,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,46,,,$REVJRNL,0,"-4,900",LABOUR 2 WOKERS,MJW BUILDING PTY LTD; P028261/0,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,47,,,$REVJRNL,0,"-2,550","Materials Framing , sheeting , screws",MJW BUILDING PTY LTD; P028261/0,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,48,,,$REVJRNL,0,-300,Service - 5 Nereus - Rodents,ALL RID PEST MANAGEMENT; P027332/1,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M302000,L-H Land & Buildings - Houses,30/06/2018,1,RJ000950,49,,,$REVJRNL,0,"-1,024",33A Bayman Street,PORT HEDLAND GLAZING & BUILDING MAINTENA,EOM Works Commitment accrual,MAINT,M302000.6230.02.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,27/06/2018,1,00005272,1,P029208,00002,APINVP,162368,"1,853",Supply Lubrication Tech coverage 11-22 J,,Madson Mechanical Maintenance,MAINT,M401000.6105.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,28/06/2018,1,2737130,2,P028430,00001,APINVP,162728,"1,038",1 x Knuckle boom 60ft,,Onsite Rental Group,MAINT,M401000.6105.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,26/06/2018,1,00005283,3,P029289,00001,APINVP,162784,"7,920",Inspect chute and repair 23/06/2018,,Madson Mechanical Maintenance,MAINT,M401000.6105.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,31/05/2018,1,17269205,4,P027329,00002,APINVP,162856,"20,669",1 x Telehandler 13 Lighting tower Mining,,Coates Hire Operations Pty Ltd.,MAINT,M401000.6105.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,1,,,$REVJRNL,0,-157,ADHESIVE MARINE SIKAFLEX 292I 300ML WHTE,BLACKWOODS HARDWARE; P020597/3,EOM Works Commitment accrual,MAINT,M401000.6230.02.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,2,,,$REVJRNL,0,"-1,500",Bunji Std. (Pkt. 5),REPCO AUTO PARTS; P028483/0,EOM Works Commitment accrual,MAINT,M401000.6230.02.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,3,,,$REVJRNL,0,-213,Button – Rope (Pkt. 6),REPCO AUTO PARTS; P028483/0,EOM Works Commitment accrual,MAINT,M401000.6230.02.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,4,,,$REVJRNL,0,"-1,231",Inspect Conveyor Belts,METSO MINERALS AUSTRALIA; P025856/1,EOM Works Commitment accrual,MAINT,M401000.6230.02.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,5,,,$REVJRNL,0,"-1,361",Labour & Equipment,METSO MINERALS AUSTRALIA; P028798/1,EOM Works Commitment accrual,MAINT,M401000.6230.02.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,14/06/2018,1,4660726644,6,P028483,00001,APINVP,162738,"1,500",Bunji Std. (Pkt. 5),,Repco Auto Parts,MAINT,M401000.6230.02.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,14/06/2018,1,4660726644,7,P028483,00002,APINVP,162738,231,Button – Rope (Pkt. 6),,Repco Auto Parts,MAINT,M401000.6230.02.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,1,,,$REVJRNL,0,-739,Inspect Conveyor Belts,METSO MINERALS AUSTRALIA; P025856/1,EOM Works Commitment accrual,MAINT,M401000.6230.25.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,1,,,$REVJRNL,0,"-12,000",Supply of Shedder Plates 8mm x12,TRANSMIN PTY LTD; P021064/4,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,2,,,$REVJRNL,0,"-4,460",Apr-Jun 18 VCM & Thermography,ALS INDUSTRIAL PTY LTD; P021592/2,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,3,,,$REVJRNL,0,"-2,182",Jan-Mar 18 VCM & Thermography,ALS INDUSTRIAL PTY LTD; P021591/3,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,4,,,$REVJRNL,0,-107,ALS LABORATORY GROUP 00903TDQFC,TOLL PRIORITY; P024316/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,5,,,$REVJRNL,0,"-16,731",1 x Telehandler 13 Lighting tower Mining,COATES HIRE OPERATIONS PTY LTD.; P027329,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,6,,,$REVJRNL,0,-151,UFH 2190 ORICOM,REPCO AUTO PARTS; P029425/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,7,,,$REVJRNL,0,-441,Plumbing to dongas 14 May- Inv-0480,WGM PLUMBING PTY LTD; P029441/0,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,8,,,$REVJRNL,0,"-14,247",Service - Contractor Service - CPC Elect,CPC ENGINEERING; P024910/0,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,9,,,$REVJRNL,0,"-7,377",Touch up Coatings CV03,DURATEC AUSTRALIA PTY LTD; P027964/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,10,,,$REVJRNL,0,"-9,927",Service - Contractor Service 1 - HHI,HEDLAND HARBOUR INDUSTRIES; P024905/0,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,11,,,$REVJRNL,0,-25,3KG AIR BAG,PIRTEK PORT HEDLAND; P028101/0,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,12,,,$REVJRNL,0,-53,Y UNION 8mm PLUG IN,PIRTEK PORT HEDLAND; P028101/0,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,13,,,$REVJRNL,0,-440,PATTERNS DP171 AND DP172,CPC ENGINEERING; P026328/0,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,14,,,$REVJRNL,0,"-7,632",Service - Contractor Service - Kempe,KEMPE ENGINEERING PT HEDLAND; P024961/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,15,,,$REVJRNL,0,"-5,171",Service - Contractor Service - Kempe,KEMPE ENGINEERING PT HEDLAND; P026069/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,16,,,$REVJRNL,0,"-3,520",Install scaper on CV09 - May shutdown,HOSCH INTERNATIONAL PTY LTD; P027495/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,17,,,$REVJRNL,0,"-1,038",1 x Knuckle boom 60ft,ONSITE RENTAL GROUP; P028430/0,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,18,,,$REVJRNL,0,"-7,081",Scaffolding to MFHT2 hopper3 - June shut,CALEDONIA SCAFFOLDING AUSTRALIA LTD; P02,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,19,,,$REVJRNL,0,"-6,485",Painting repairs on CV06 structure,DURATEC AUSTRALIA PTY LTD; P026230/2,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,20,,,$REVJRNL,0,"-3,190",2 x Technicians Hosch service June shutd,HOSCH INTERNATIONAL PTY LTD; P028433/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,21,,,$REVJRNL,0,-528,Service - Contractor Service - Coates,COATES HIRE SERVICE; P026653/2,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,22,,,$REVJRNL,0,"-28,420","TS01 Chute work, out load roller change",KEMPE ENGINEERING PT HEDLAND; P028533/0,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,23,,,$REVJRNL,0,"-2,717",Touch up coatings CV03/05 June shutdown,DURATEC AUSTRALIA PTY LTD; P028874/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,24,,,$REVJRNL,0,"-6,800",Service - Contractor Service,CPC ENGINEERING; P026512/0,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,25,,,$REVJRNL,0,-680,Scanning of Chutes - refer PO 26941,CPC ENGINEERING; P029325/0,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,26,,,$REVJRNL,0,-880,Supply shift coverage for Gerhard - June,MADSON MECHANICAL MAINTENANCE; P029210/0,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,27,,,$REVJRNL,0,-880,Supply shift coverage for Gerhard - June,MADSON MECHANICAL MAINTENANCE; P029210/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,28,,,$REVJRNL,0,"-14,561",CV08 & HPU Motors & Pumps - Vibration tr,ALS INDUSTRIAL PTY LTD; P027283/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,29,,,$REVJRNL,0,-116,"DRILL BIT, HOLE SAW, KIT, BI METAL,",REXEL ELECTICAL SUPPLIES PTY LTD; P02870,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,30,,,$REVJRNL,0,"-2,857",Part/Liner No. A130,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,31,,,$REVJRNL,0,-362,Part/Liner No. CL5-01,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,32,,,$REVJRNL,0,-681,Part/Liner No. CL5-010,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,33,,,$REVJRNL,0,-454,Part/Liner No. CL5-02,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,34,,,$REVJRNL,0,-227,Part/Liner No. CL5-02A,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,35,,,$REVJRNL,0,-261,Part/Liner No. CL5-03,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,36,,,$REVJRNL,0,-265,Part/Liner No. CL5-03A,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,37,,,$REVJRNL,0,-212,Part/Liner No. CL5-04,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,38,,,$REVJRNL,0,-207,Part/Liner No. CL5-04A,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,39,,,$REVJRNL,0,-320,Part/Liner No. CL5-05,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,40,,,$REVJRNL,0,-314,Part/Liner No. CL5-05A,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,41,,,$REVJRNL,0,-365,Part/Liner No. CL5-06,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,42,,,$REVJRNL,0,-365,Part/Liner No. CL5-06A,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,43,,,$REVJRNL,0,-299,Part/Liner No. CL5-07,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,44,,,$REVJRNL,0,-316,Part/Liner No. CL5-11A,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,45,,,$REVJRNL,0,-360,Part/Liner No. CL5-12,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,46,,,$REVJRNL,0,-338,Part/Liner No. CL5-13,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,47,,,$REVJRNL,0,-338,Part/Liner No. CL5-13A,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,48,,,$REVJRNL,0,-256,Part/Liner No. CL5-14,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,49,,,$REVJRNL,0,-256,Part/Liner No. CL5-14A,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,50,,,$REVJRNL,0,-319,Part/Liner No. CL5-15,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,51,,,$REVJRNL,0,-319,Part/Liner No. CL5-15A,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,52,,,$REVJRNL,0,-343,Part/Liner No. CL5-16,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,53,,,$REVJRNL,0,-339,Part/Liner No. CL5-16A,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,54,,,$REVJRNL,0,-256,Part/Liner No. CL5-17,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,55,,,$REVJRNL,0,-256,Part/Liner No. CL5-17A,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,56,,,$REVJRNL,0,-358,Part/Liner No. CL5-18,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
LIST,19PLACT,M401000,P-C Plant & Equip - Conveyors System,30/06/2018,1,RJ000950,57,,,$REVJRNL,0,-351,Part/Liner No. CL5-18A,CPC ENGINEERING; P027569/1,EOM Works Commitment accrual,MAINT,M401000.6230.28.00
